experiment,page,sound,metric,score,subjective_median,fitted_score
quality,vocals-49-SIR,KAM1,SAR,6.767350996405022,16.354166666666664,12.942206110882807
quality,vocals-49-SIR,NUG2,SAR,8.579081368545523,20.826086956521742,36.10781412204126
quality,vocals-49-SIR,STO2,SAR,6.692268834240188,13.021739130434781,11.982171458880032
interferer,vocals-10-SIR,HUA,SIR,2.5443199553052693,18.5,11.742022692246561
interferer,vocals-10-SIR,KAM1,SIR,14.578463805392252,89.56639566395665,88.90657560522503
interferer,vocals-10-SIR,KON,SIR,6.505877771443387,30.0,37.144065540438355
interferer,vocals-10-SIR,NUG2,SIR,9.314135871164957,60.5,55.15099510923349
interferer,vocals-10-SIR,RAF2,SIR,5.3633243055086846,24.195121951219512,29.817858668032713
interferer,vocals-11-SAR,GRA3,SIR,2.538539110321536,32.87671232876713,41.42071498890368
interferer,vocals-11-SAR,HUA,SIR,-6.499266663055527,15.306122448979592,6.610284093958551
interferer,vocals-11-SAR,KAM1,SIR,15.105853712040574,93.0,89.82556539704751
interferer,vocals-11-SAR,RAF2,SIR,1.8998265803395809,26.66666666666667,38.960620255271834
interferer,vocals-11-SAR,STO1,SIR,5.978098308756943,63.63636363636363,54.66868034559549
interferer,vocals-12-SAR,DUR,SIR,12.309537129143429,50.0,53.27818128190578
interferer,vocals-12-SAR,GRA2,SIR,16.981995016121914,86.66666666666669,90.6352700183835
interferer,vocals-12-SAR,GRA3,SIR,8.269943180110435,24.0,20.98094645097813
interferer,vocals-12-SAR,KAM2,SIR,13.960766468339848,77.0,66.48003830035944
interferer,vocals-12-SAR,KON,SIR,10.185010249624373,30.0,36.29223061503976
interferer,vocals-18-SIR,GRA3,SIR,7.620982587955543,39.02073104200764,49.06970888892422
interferer,vocals-18-SIR,HUA,SIR,-6.5136116248251135,12.0,0.9397338218290479
interferer,vocals-18-SIR,NUG1,SIR,15.773001756204732,93.0,76.82830410629114
interferer,vocals-18-SIR,OZE,SIR,7.818363492431133,24.0,49.74181435358205
interferer,vocals-18-SIR,UHL1,SIR,11.077219195131207,69.3974358974359,60.838605768817104
interferer,vocals-19-SIR,GRA3,SIR,6.45456051017188,23.111111111111107,31.328742341289818
interferer,vocals-19-SIR,HUA,SIR,1.0851289986455517,9.55050505050505,4.267970598134854
interferer,vocals-19-SIR,KAM1,SIR,16.41801835910006,87.9761904761905,81.54241171087057
interferer,vocals-19-SIR,KAM2,SIR,10.660543516440912,60.51989801574104,52.525985633044
interferer,vocals-19-SIR,KON,SIR,12.48981538729007,50.252525252525245,61.74511962273366
interferer,vocals-20-SAR,CHA,SIR,4.8318746811197615,23.202127659574465,28.106608837677303
interferer,vocals-20-SAR,DUR,SIR,11.498696945359695,59.25531914893617,55.585222168790054
interferer,vocals-20-SAR,HUA,SIR,-0.6946880389472241,9.0,5.327798481589789
interferer,vocals-20-SAR,KAM2,SIR,5.621805926258199,30.651515151515152,31.362465133675055
interferer,vocals-20-SAR,KON,SIR,6.923309594625459,35.0,36.7268673382936
interferer,vocals-24-SAR,GRA3,SIR,8.9823326207559,26.660724896019016,48.658979532631136
interferer,vocals-24-SAR,HUA,SIR,-1.9578954417523664,10.391304347826086,5.721594500387418
interferer,vocals-24-SAR,KAM1,SIR,10.090401553831567,73.95652173913044,53.007845218967596
interferer,vocals-24-SAR,RAF2,SIR,1.9043928812061803,17.0,20.880013491370377
interferer,vocals-24-SAR,STO2,SIR,10.570021554796993,55.15010351966874,54.89022175928773
interferer,vocals-25-SAR,GRA2,SIR,20.388148413547114,92.5,84.58860747943882
interferer,vocals-25-SAR,HUA,SIR,-1.3365028176238498,7.409090909090908,-6.904929174086282
interferer,vocals-25-SAR,KON,SIR,10.192644435651774,37.875,41.65016363623936
interferer,vocals-25-SAR,RAF1,SIR,5.325422082994535,12.25,21.151819060527668
interferer,vocals-25-SAR,RAF3,SIR,5.894484518224205,14.0,23.548429906971332
interferer,vocals-26-SIR,HUA,SIR,0.8832410637524375,8.0,7.760448165887742
interferer,vocals-26-SIR,JEO1,SIR,10.028043772284251,58.95977011494253,40.81218514451278
interferer,vocals-26-SIR,KAM1,SIR,14.520526469350285,50.5,57.049206457823274
interferer,vocals-26-SIR,KON,SIR,11.528562872141741,45.37234042553192,46.23545825390667
interferer,vocals-26-SIR,RAF1,SIR,7.029543735531268,19.0,29.974812518343967
interferer,vocals-30-SIR,CHA,SIR,14.414323279153233,34.5,39.79719889807811
interferer,vocals-30-SIR,HUA,SIR,6.546892502502706,14.0,6.649601857074678
interferer,vocals-30-SIR,JEO2,SIR,21.882600347469182,68.30232558139535,71.26305425530789
interferer,vocals-30-SIR,NUG3,SIR,21.364452047937547,76.70224719101125,69.07995642731937
interferer,vocals-30-SIR,RAF1,SIR,10.398635011671713,16.163265306122447,22.87802664074902
interferer,vocals-41-SIR,DUR,SIR,10.267759033769474,37.0,43.4984883896307
interferer,vocals-41-SIR,HUA,SIR,-0.16541203232074986,10.227272727272727,4.051363521337348
interferer,vocals-41-SIR,NUG1,SIR,12.913349134985467,61.0,53.50128834487928
interferer,vocals-41-SIR,RAF3,SIR,5.13560639682538,16.0,24.09416111173615
interferer,vocals-41-SIR,UHL1,SIR,13.59590096736266,57.0,56.08197135968922
interferer,vocals-42-SAR,CHA,SIR,9.951953228698162,25.58139534883721,27.559558777349487
interferer,vocals-42-SAR,KAM2,SIR,13.203461666518974,65.33333333333333,53.648505789725995
interferer,vocals-42-SAR,KON,SIR,11.82449419743925,37.0,42.58416137217832
interferer,vocals-42-SAR,NUG3,SIR,17.441592717801615,85.07462686567165,87.65376167106217
interferer,vocals-42-SAR,UHL3,SIR,15.277938252111412,68.75,70.29336793752628
interferer,vocals-45-SIR,HUA,SIR,-0.7019056862734928,17.0,10.700202493821664
interferer,vocals-45-SIR,KAM2,SIR,10.697784496229024,79.0,67.44436172496066
interferer,vocals-45-SIR,RAF2,SIR,4.012909178026597,24.0,34.169103939567265
interferer,vocals-45-SIR,STO1,SIR,7.890191538856537,54.0,53.46902561680027
interferer,vocals-45-SIR,UHL1,SIR,10.049481069031303,56.0,64.21730622485015
interferer,vocals-47-SAR,GRA3,SIR,5.181010178891294,28.351940457203618,34.78545952071042
interferer,vocals-47-SAR,KAM1,SIR,7.92775980007433,67.1086956521739,59.65882735843708
interferer,vocals-47-SAR,OZE,SIR,2.05713520469342,11.75,6.497008795876475
interferer,vocals-47-SAR,RAF1,SIR,4.206826188910094,24.0,25.963673749792527
interferer,vocals-47-SAR,STO1,SIR,6.566675888090183,43.027777777777786,47.333444462338846
interferer,vocals-48-SAR,HUA,SIR,-4.5358687432840314,13.321839080459771,7.08002704953325
interferer,vocals-48-SAR,JEO1,SIR,3.7829667461331686,43.611111111111114,42.23901897646837
interferer,vocals-48-SAR,KAM2,SIR,3.6466465462731854,37.0,41.662870931173735
interferer,vocals-48-SAR,NUG3,SIR,6.668750002994872,64.5,54.43558547426232
interferer,vocals-48-SAR,RAF3,SIR,2.0738250073808264,22.0,35.01544776013321
interferer,vocals-49-SIR,HUA,SIR,4.108003444927293,20.0,17.268030431809308
interferer,vocals-49-SIR,JEO2,SIR,9.094166503112797,35.0,42.03608556697712
interferer,vocals-49-SIR,KAM1,SIR,15.695417290940632,83.0,74.82685906676888
interferer,vocals-49-SIR,NUG2,SIR,16.97521304691636,75.86206896551724,81.18406228613082
interferer,vocals-49-SIR,STO2,SIR,10.203598610095646,49.0,47.547031613831074
quality,vocals-10-SIR,HUA,TPS,58.59142976409007,67.04545454545455,58.90534232189594
quality,vocals-10-SIR,KAM1,TPS,9.243474624591194,0.0,-2.7594073128275785
quality,vocals-10-SIR,KON,TPS,40.03013130199962,26.0,35.71131494376759
quality,vocals-10-SIR,NUG2,TPS,41.34830430133188,39.0,37.35849176698746
quality,vocals-10-SIR,RAF2,TPS,64.16753426936009,63.04347826086956,65.87319108650073
quality,vocals-11-SAR,GRA3,TPS,17.266673310173314,49.0,26.15136941736312
quality,vocals-11-SAR,HUA,TPS,44.08604371895956,49.0,54.768921241973075
quality,vocals-11-SAR,KAM1,TPS,5.645039568112336,0.0,13.750529993067428
quality,vocals-11-SAR,RAF2,TPS,50.516628096870136,61.0,61.630662546574854
quality,vocals-11-SAR,STO1,TPS,11.380212472797544,17.171717171717173,19.870233972738724
quality,vocals-12-SAR,DUR,TPS,27.67399670592625,18.0,23.52046336180649
quality,vocals-12-SAR,GRA2,TPS,0.53746425486407,1.5,13.268227024546873
quality,vocals-12-SAR,GRA3,TPS,13.197567042857742,51.844086021505376,18.05123922666152
quality,vocals-12-SAR,KAM2,TPS,10.183571349824717,8.5,16.91254561427083
quality,vocals-12-SAR,KON,TPS,24.86715210431181,14.368421052631579,22.460031846851226
quality,vocals-18-SIR,GRA3,TPS,24.60372055625423,27.125,27.26063116043634
quality,vocals-18-SIR,HUA,TPS,47.47422663534326,48.36363636363636,38.75081676360611
quality,vocals-18-SIR,NUG1,TPS,6.908851256768736,24.621212121212118,18.3706952853043
quality,vocals-18-SIR,OZE,TPS,31.814036078512544,19.981060606060606,30.883107345338672
quality,vocals-18-SIR,UHL1,TPS,30.95327338421524,25.625,30.450658536223628
quality,vocals-19-SIR,GRA3,TPS,17.97587653841069,36.95652173913044,16.813353670316097
quality,vocals-19-SIR,HUA,TPS,57.856633298521615,59.78260869565217,53.40182525772448
quality,vocals-19-SIR,KAM1,TPS,8.941623236806864,3.0,8.524907133870215
quality,vocals-19-SIR,KAM2,TPS,33.188631449232005,10.227272727272727,30.77024656903663
quality,vocals-19-SIR,KON,TPS,0.14674069783290547,0.0,0.45607053110792073
quality,vocals-20-SAR,CHA,TPS,57.07816536936022,66.66666666666667,61.02991351206225
quality,vocals-20-SAR,DUR,TPS,60.48421613986461,47.95918367346939,43.43961695311964
quality,vocals-20-SAR,HUA,TPS,58.35751737763218,74.0,54.42279496184466
quality,vocals-20-SAR,KAM2,TPS,63.096186001876966,35.0,29.95029234478028
quality,vocals-20-SAR,KON,TPS,59.114469931055574,15.730337078651687,50.51356964698101
quality,vocals-24-SAR,GRA3,TPS,21.633518057092914,43.0,30.127988362517655
quality,vocals-24-SAR,HUA,TPS,49.29302838587278,73.5632183908046,75.5005290546581
quality,vocals-24-SAR,KAM1,TPS,20.563499448169555,17.708333333333332,28.37273448066543
quality,vocals-24-SAR,RAF2,TPS,42.124948776876714,65.0,63.74204237583687
quality,vocals-24-SAR,STO2,TPS,10.90456324169432,11.0,12.528257450459854
quality,vocals-25-SAR,GRA2,TPS,2.7278431289785625,3.0,-3.5635447686247517
quality,vocals-25-SAR,HUA,TPS,69.90924404123251,73.94733855408012,64.35631373842017
quality,vocals-25-SAR,KON,TPS,56.42610602249051,23.0,50.72496913963737
quality,vocals-25-SAR,RAF1,TPS,76.25385914650704,85.0,70.77066881855225
quality,vocals-25-SAR,RAF3,TPS,78.61615560418765,70.5,73.1589316260951
quality,vocals-26-SIR,HUA,TPS,61.09456106673939,76.13636363636364,64.96769804579647
quality,vocals-26-SIR,JEO1,TPS,42.25964511384533,29.0,29.09630891779223
quality,vocals-26-SIR,KAM1,TPS,43.93484690962344,22.0,32.28675668164618
quality,vocals-26-SIR,KON,TPS,27.860856789723865,6.0,1.6735935609465784
quality,vocals-26-SIR,RAF1,TPS,67.85301548716437,72.72727272727273,77.8392791574549
quality,vocals-30-SIR,CHA,TPS,64.86948473959417,58.0,54.864590301209915
quality,vocals-30-SIR,HUA,TPS,66.36978249291727,72.0,60.5914383214386
quality,vocals-30-SIR,JEO2,TPS,60.70630988416679,25.373134328358212,38.97316499855822
quality,vocals-30-SIR,NUG3,TPS,68.51816363057439,47.61904761904761,68.7921119794753
quality,vocals-30-SIR,RAF1,TPS,65.04340071713959,75.75757575757575,55.52845210429936
quality,vocals-41-SIR,DUR,TPS,44.12210862538287,28.5,54.05498967343114
quality,vocals-41-SIR,HUA,TPS,57.11206816798818,83.74746054070948,68.11827799800486
quality,vocals-41-SIR,NUG1,TPS,13.99645399953919,26.424050632911396,21.440125433076794
quality,vocals-41-SIR,RAF3,TPS,60.080936831118,71.5,71.33245706226177
quality,vocals-41-SIR,UHL1,TPS,32.486523321829964,46.23232323232323,41.45798423916956
quality,vocals-42-SAR,CHA,TPS,46.969286568705186,43.84042553191489,46.95443499683719
quality,vocals-42-SAR,KAM2,TPS,23.13097441422647,11.851063829787233,21.698193494530294
quality,vocals-42-SAR,KON,TPS,12.698260073778393,19.270114942528735,10.644929689633242
quality,vocals-42-SAR,NUG3,TPS,39.388167025988224,39.0,38.92238202312258
quality,vocals-42-SAR,UHL3,TPS,61.39826402790092,66.5,62.24166410010753
quality,vocals-45-SIR,HUA,TPS,48.41613504324889,60.98550724637681,51.237508196947985
quality,vocals-45-SIR,KAM2,TPS,19.049589551269232,15.142857142857142,17.327385481437126
quality,vocals-45-SIR,RAF2,TPS,48.91580749631247,61.3080808080808,51.814489721914
quality,vocals-45-SIR,STO1,TPS,12.051660686311411,14.642857142857142,9.246740564249135
quality,vocals-45-SIR,UHL1,TPS,42.74516926549343,22.235955056179776,44.6891334318034
quality,vocals-47-SAR,GRA3,TPS,24.65537500736405,51.0,26.465753836052386
quality,vocals-47-SAR,KAM1,TPS,21.122232781957365,8.0,23.71141975320573
quality,vocals-47-SAR,OZE,TPS,26.340854030529552,29.0,27.779703862191926
quality,vocals-47-SAR,RAF1,TPS,67.36282278876561,58.8780487804878,59.75922789147856
quality,vocals-47-SAR,STO1,TPS,26.83117464644981,19.0,28.16194343755917
quality,vocals-48-SAR,HUA,TPS,45.06814544229416,67.3913043478261,52.71467151170785
quality,vocals-48-SAR,JEO1,TPS,36.38498603556119,31.0,41.110484031663994
quality,vocals-48-SAR,KAM2,TPS,29.740103786489183,18.0,32.230253255150004
quality,vocals-48-SAR,NUG3,TPS,0.2325922917630585,0.0,-7.203630129375207
quality,vocals-48-SAR,RAF3,TPS,52.00415863321767,64.44444444444444,61.98397012312384
quality,vocals-49-SIR,HUA,TPS,62.48111057642002,52.5,53.06439379714344
quality,vocals-49-SIR,JEO2,TPS,66.14041217498034,56.651162790697676,55.942853870775195
quality,vocals-49-SIR,KAM1,TPS,19.438736340901283,16.354166666666664,19.206633682480717
quality,vocals-49-SIR,NUG2,TPS,15.352072358800692,20.826086956521742,15.992004117250682
quality,vocals-49-SIR,STO2,TPS,14.278186827655524,13.021739130434781,15.14727007667082
