is_replicate,page,page_duration,page_order,rating,sound,url,on_web,experiment,subject,normalised_rating
False,vocals-47-SAR,87.77142857142871,14,83,Quality,sounds/vocals-47-SAR/Quality.wav,False,interferer,H,83.0
False,vocals-47-SAR,87.77142857142871,14,37,STO1,sounds/vocals-47-SAR/STO1.wav,False,interferer,H,37.0
False,vocals-47-SAR,87.77142857142871,14,73,KAM1,sounds/vocals-47-SAR/KAM1.wav,False,interferer,H,73.0
False,vocals-47-SAR,87.77142857142871,14,0,Interferer,sounds/vocals-47-SAR/Interferer.wav,False,interferer,H,0.0
False,vocals-47-SAR,87.77142857142871,14,8,OZE,sounds/vocals-47-SAR/OZE.wav,False,interferer,H,8.0
False,vocals-47-SAR,87.77142857142871,14,100,ref,sounds/vocals-47-SAR/ref.wav,False,interferer,H,100.0
False,vocals-47-SAR,87.77142857142871,14,18,RAF1,sounds/vocals-47-SAR/RAF1.wav,False,interferer,H,18.0
False,vocals-47-SAR,87.77142857142871,14,23,GRA3,sounds/vocals-47-SAR/GRA3.wav,False,interferer,H,23.0
False,vocals-18-SIR,57.24879818594127,9,41,HUA,sounds/vocals-18-SIR/HUA.wav,False,interferer,H,41.0
False,vocals-18-SIR,57.24879818594127,9,92,Quality,sounds/vocals-18-SIR/Quality.wav,False,interferer,H,92.0
False,vocals-18-SIR,57.24879818594127,9,0,Interferer,sounds/vocals-18-SIR/Interferer.wav,False,interferer,H,0.0
False,vocals-18-SIR,57.24879818594127,9,25,UHL1,sounds/vocals-18-SIR/UHL1.wav,False,interferer,H,25.0
False,vocals-18-SIR,57.24879818594127,9,21,OZE,sounds/vocals-18-SIR/OZE.wav,False,interferer,H,21.0
False,vocals-18-SIR,57.24879818594127,9,100,ref,sounds/vocals-18-SIR/ref.wav,False,interferer,H,100.0
False,vocals-18-SIR,57.24879818594127,9,92,NUG1,sounds/vocals-18-SIR/NUG1.wav,False,interferer,H,92.0
False,vocals-18-SIR,57.24879818594127,9,38,GRA3,sounds/vocals-18-SIR/GRA3.wav,False,interferer,H,38.0
False,vocals-20-SAR,60.476371882085914,16,31,KAM2,sounds/vocals-20-SAR/KAM2.wav,False,interferer,H,30.303030303030305
False,vocals-20-SAR,60.476371882085914,16,6,HUA,sounds/vocals-20-SAR/HUA.wav,False,interferer,H,5.05050505050505
False,vocals-20-SAR,60.476371882085914,16,92,Quality,sounds/vocals-20-SAR/Quality.wav,False,interferer,H,91.91919191919192
False,vocals-20-SAR,60.476371882085914,16,1,Interferer,sounds/vocals-20-SAR/Interferer.wav,False,interferer,H,0.0
False,vocals-20-SAR,60.476371882085914,16,19,DUR,sounds/vocals-20-SAR/DUR.wav,False,interferer,H,18.181818181818183
False,vocals-20-SAR,60.476371882085914,16,100,ref,sounds/vocals-20-SAR/ref.wav,False,interferer,H,100.0
False,vocals-20-SAR,60.476371882085914,16,22,CHA,sounds/vocals-20-SAR/CHA.wav,False,interferer,H,21.21212121212121
False,vocals-20-SAR,60.476371882085914,16,63,KON,sounds/vocals-20-SAR/KON.wav,False,interferer,H,62.62626262626262
False,vocals-26-SIR,46.57922902494329,12,6,HUA,sounds/vocals-26-SIR/HUA.wav,False,interferer,H,6.0
False,vocals-26-SIR,46.57922902494329,12,92,Quality,sounds/vocals-26-SIR/Quality.wav,False,interferer,H,92.0
False,vocals-26-SIR,46.57922902494329,12,43,KAM1,sounds/vocals-26-SIR/KAM1.wav,False,interferer,H,43.0
False,vocals-26-SIR,46.57922902494329,12,0,Interferer,sounds/vocals-26-SIR/Interferer.wav,False,interferer,H,0.0
False,vocals-26-SIR,46.57922902494329,12,100,ref,sounds/vocals-26-SIR/ref.wav,False,interferer,H,100.0
False,vocals-26-SIR,46.57922902494329,12,21,RAF1,sounds/vocals-26-SIR/RAF1.wav,False,interferer,H,21.0
False,vocals-26-SIR,46.57922902494329,12,13,JEO1,sounds/vocals-26-SIR/JEO1.wav,False,interferer,H,13.0
False,vocals-26-SIR,46.57922902494329,12,50,KON,sounds/vocals-26-SIR/KON.wav,False,interferer,H,50.0
False,vocals-49-SIR,58.514285714285506,2,15,HUA,sounds/vocals-49-SIR/HUA.wav,False,interferer,H,9.574468085106384
False,vocals-49-SIR,58.514285714285506,2,91,Quality,sounds/vocals-49-SIR/Quality.wav,False,interferer,H,90.42553191489361
False,vocals-49-SIR,58.514285714285506,2,77,NUG2,sounds/vocals-49-SIR/NUG2.wav,False,interferer,H,75.53191489361703
False,vocals-49-SIR,58.514285714285506,2,25,JEO2,sounds/vocals-49-SIR/JEO2.wav,False,interferer,H,20.21276595744681
False,vocals-49-SIR,58.514285714285506,2,87,KAM1,sounds/vocals-49-SIR/KAM1.wav,False,interferer,H,86.17021276595744
False,vocals-49-SIR,58.514285714285506,2,6,Interferer,sounds/vocals-49-SIR/Interferer.wav,False,interferer,H,0.0
False,vocals-49-SIR,58.514285714285506,2,100,ref,sounds/vocals-49-SIR/ref.wav,False,interferer,H,100.0
False,vocals-49-SIR,58.514285714285506,2,32,STO2,sounds/vocals-49-SIR/STO2.wav,False,interferer,H,27.659574468085108
False,vocals-41-SIR,105.38376417233576,6,25,HUA,sounds/vocals-41-SIR/HUA.wav,False,interferer,H,25.0
False,vocals-41-SIR,105.38376417233576,6,88,Quality,sounds/vocals-41-SIR/Quality.wav,False,interferer,H,88.0
False,vocals-41-SIR,105.38376417233576,6,12,RAF3,sounds/vocals-41-SIR/RAF3.wav,False,interferer,H,12.0
False,vocals-41-SIR,105.38376417233576,6,0,Interferer,sounds/vocals-41-SIR/Interferer.wav,False,interferer,H,0.0
False,vocals-41-SIR,105.38376417233576,6,36,DUR,sounds/vocals-41-SIR/DUR.wav,False,interferer,H,36.0
False,vocals-41-SIR,105.38376417233576,6,54,UHL1,sounds/vocals-41-SIR/UHL1.wav,False,interferer,H,54.0
False,vocals-41-SIR,105.38376417233576,6,100,ref,sounds/vocals-41-SIR/ref.wav,False,interferer,H,100.0
False,vocals-41-SIR,105.38376417233576,6,46,NUG1,sounds/vocals-41-SIR/NUG1.wav,False,interferer,H,46.0
False,vocals-25-SAR,74.1413151927436,3,79,HUA,sounds/vocals-25-SAR/HUA.wav,False,interferer,H,79.38144329896907
False,vocals-25-SAR,74.1413151927436,3,89,Quality,sounds/vocals-25-SAR/Quality.wav,False,interferer,H,89.69072164948453
False,vocals-25-SAR,74.1413151927436,3,6,RAF3,sounds/vocals-25-SAR/RAF3.wav,False,interferer,H,4.123711340206185
False,vocals-25-SAR,74.1413151927436,3,2,Interferer,sounds/vocals-25-SAR/Interferer.wav,False,interferer,H,0.0
False,vocals-25-SAR,74.1413151927436,3,99,ref,sounds/vocals-25-SAR/ref.wav,False,interferer,H,100.0
False,vocals-25-SAR,74.1413151927436,3,62,GRA2,sounds/vocals-25-SAR/GRA2.wav,False,interferer,H,61.855670103092784
False,vocals-25-SAR,74.1413151927436,3,22,RAF1,sounds/vocals-25-SAR/RAF1.wav,False,interferer,H,20.61855670103093
False,vocals-25-SAR,74.1413151927436,3,32,KON,sounds/vocals-25-SAR/KON.wav,False,interferer,H,30.927835051546392
False,vocals-12-SAR,71.36653061224479,10,58,KAM2,sounds/vocals-12-SAR/KAM2.wav,False,interferer,H,58.0
False,vocals-12-SAR,71.36653061224479,10,64,Quality,sounds/vocals-12-SAR/Quality.wav,False,interferer,H,64.0
False,vocals-12-SAR,71.36653061224479,10,4,Interferer,sounds/vocals-12-SAR/Interferer.wav,False,interferer,H,4.0
False,vocals-12-SAR,71.36653061224479,10,22,DUR,sounds/vocals-12-SAR/DUR.wav,False,interferer,H,22.0
False,vocals-12-SAR,71.36653061224479,10,100,ref,sounds/vocals-12-SAR/ref.wav,False,interferer,H,100.0
False,vocals-12-SAR,71.36653061224479,10,86,GRA2,sounds/vocals-12-SAR/GRA2.wav,False,interferer,H,86.0
False,vocals-12-SAR,71.36653061224479,10,30,KON,sounds/vocals-12-SAR/KON.wav,False,interferer,H,30.0
False,vocals-12-SAR,71.36653061224479,10,0,GRA3,sounds/vocals-12-SAR/GRA3.wav,False,interferer,H,0.0
False,vocals-19-SIR,93.20489795918365,5,71,KAM2,sounds/vocals-19-SIR/KAM2.wav,False,interferer,H,71.1340206185567
False,vocals-19-SIR,93.20489795918365,5,13,HUA,sounds/vocals-19-SIR/HUA.wav,False,interferer,H,11.34020618556701
False,vocals-19-SIR,93.20489795918365,5,94,Quality,sounds/vocals-19-SIR/Quality.wav,False,interferer,H,94.84536082474227
False,vocals-19-SIR,93.20489795918365,5,78,KAM1,sounds/vocals-19-SIR/KAM1.wav,False,interferer,H,78.35051546391753
False,vocals-19-SIR,93.20489795918365,5,2,Interferer,sounds/vocals-19-SIR/Interferer.wav,False,interferer,H,0.0
False,vocals-19-SIR,93.20489795918365,5,99,ref,sounds/vocals-19-SIR/ref.wav,False,interferer,H,100.0
False,vocals-19-SIR,93.20489795918365,5,56,KON,sounds/vocals-19-SIR/KON.wav,False,interferer,H,55.670103092783506
False,vocals-19-SIR,93.20489795918365,5,21,GRA3,sounds/vocals-19-SIR/GRA3.wav,False,interferer,H,19.587628865979383
False,vocals-42-SAR,46.11482993197296,13,41,KAM2,sounds/vocals-42-SAR/KAM2.wav,False,interferer,H,41.41414141414141
False,vocals-42-SAR,46.11482993197296,13,80,Quality,sounds/vocals-42-SAR/Quality.wav,False,interferer,H,80.8080808080808
False,vocals-42-SAR,46.11482993197296,13,34,UHL3,sounds/vocals-42-SAR/UHL3.wav,False,interferer,H,34.343434343434346
False,vocals-42-SAR,46.11482993197296,13,0,Interferer,sounds/vocals-42-SAR/Interferer.wav,False,interferer,H,0.0
False,vocals-42-SAR,46.11482993197296,13,99,ref,sounds/vocals-42-SAR/ref.wav,False,interferer,H,100.0
False,vocals-42-SAR,46.11482993197296,13,5,CHA,sounds/vocals-42-SAR/CHA.wav,False,interferer,H,5.05050505050505
False,vocals-42-SAR,46.11482993197296,13,31,NUG3,sounds/vocals-42-SAR/NUG3.wav,False,interferer,H,31.31313131313131
False,vocals-42-SAR,46.11482993197296,13,9,KON,sounds/vocals-42-SAR/KON.wav,False,interferer,H,9.090909090909092
False,vocals-24-SAR,79.01750566893452,1,7,HUA,sounds/vocals-24-SAR/HUA.wav,False,interferer,H,6.0606060606060606
False,vocals-24-SAR,79.01750566893452,1,83,Quality,sounds/vocals-24-SAR/Quality.wav,False,interferer,H,82.82828282828282
False,vocals-24-SAR,79.01750566893452,1,19,RAF2,sounds/vocals-24-SAR/RAF2.wav,False,interferer,H,18.181818181818183
False,vocals-24-SAR,79.01750566893452,1,40,KAM1,sounds/vocals-24-SAR/KAM1.wav,False,interferer,H,39.39393939393939
False,vocals-24-SAR,79.01750566893452,1,1,Interferer,sounds/vocals-24-SAR/Interferer.wav,False,interferer,H,0.0
False,vocals-24-SAR,79.01750566893452,1,100,ref,sounds/vocals-24-SAR/ref.wav,False,interferer,H,100.0
False,vocals-24-SAR,79.01750566893452,1,54,STO2,sounds/vocals-24-SAR/STO2.wav,False,interferer,H,53.535353535353536
False,vocals-24-SAR,79.01750566893452,1,27,GRA3,sounds/vocals-24-SAR/GRA3.wav,False,interferer,H,26.262626262626263
False,vocals-48-SAR,101.35510204081629,0,26,KAM2,sounds/vocals-48-SAR/KAM2.wav,False,interferer,H,29.545454545454547
False,vocals-48-SAR,101.35510204081629,0,0,HUA,sounds/vocals-48-SAR/HUA.wav,False,interferer,H,0.0
False,vocals-48-SAR,101.35510204081629,0,88,Quality,sounds/vocals-48-SAR/Quality.wav,False,interferer,H,100.0
False,vocals-48-SAR,101.35510204081629,0,8,RAF3,sounds/vocals-48-SAR/RAF3.wav,False,interferer,H,9.090909090909092
False,vocals-48-SAR,101.35510204081629,0,0,Interferer,sounds/vocals-48-SAR/Interferer.wav,False,interferer,H,0.0
False,vocals-48-SAR,101.35510204081629,0,82,ref,sounds/vocals-48-SAR/ref.wav,False,interferer,H,93.18181818181819
False,vocals-48-SAR,101.35510204081629,0,34,NUG3,sounds/vocals-48-SAR/NUG3.wav,False,interferer,H,38.63636363636363
False,vocals-48-SAR,101.35510204081629,0,23,JEO1,sounds/vocals-48-SAR/JEO1.wav,False,interferer,H,26.136363636363637
False,vocals-30-SIR,93.85505668934229,7,0,HUA,sounds/vocals-30-SIR/HUA.wav,False,interferer,H,0.0
False,vocals-30-SIR,93.85505668934229,7,92,Quality,sounds/vocals-30-SIR/Quality.wav,False,interferer,H,92.0
False,vocals-30-SIR,93.85505668934229,7,44,JEO2,sounds/vocals-30-SIR/JEO2.wav,False,interferer,H,44.0
False,vocals-30-SIR,93.85505668934229,7,21,Interferer,sounds/vocals-30-SIR/Interferer.wav,False,interferer,H,21.0
False,vocals-30-SIR,93.85505668934229,7,100,ref,sounds/vocals-30-SIR/ref.wav,False,interferer,H,100.0
False,vocals-30-SIR,93.85505668934229,7,14,CHA,sounds/vocals-30-SIR/CHA.wav,False,interferer,H,14.0
False,vocals-30-SIR,93.85505668934229,7,9,RAF1,sounds/vocals-30-SIR/RAF1.wav,False,interferer,H,9.0
False,vocals-30-SIR,93.85505668934229,7,53,NUG3,sounds/vocals-30-SIR/NUG3.wav,False,interferer,H,53.0
False,vocals-45-SIR,61.57931972789129,11,47,KAM2,sounds/vocals-45-SIR/KAM2.wav,False,interferer,H,46.93877551020408
False,vocals-45-SIR,61.57931972789129,11,14,HUA,sounds/vocals-45-SIR/HUA.wav,False,interferer,H,13.26530612244898
False,vocals-45-SIR,61.57931972789129,11,78,Quality,sounds/vocals-45-SIR/Quality.wav,False,interferer,H,78.57142857142857
False,vocals-45-SIR,61.57931972789129,11,26,STO1,sounds/vocals-45-SIR/STO1.wav,False,interferer,H,25.510204081632654
False,vocals-45-SIR,61.57931972789129,11,31,RAF2,sounds/vocals-45-SIR/RAF2.wav,False,interferer,H,30.612244897959183
False,vocals-45-SIR,61.57931972789129,11,1,Interferer,sounds/vocals-45-SIR/Interferer.wav,False,interferer,H,0.0
False,vocals-45-SIR,61.57931972789129,11,10,UHL1,sounds/vocals-45-SIR/UHL1.wav,False,interferer,H,9.183673469387756
False,vocals-45-SIR,61.57931972789129,11,99,ref,sounds/vocals-45-SIR/ref.wav,False,interferer,H,100.0
False,vocals-10-SIR,74.00199546485237,8,28,HUA,sounds/vocals-10-SIR/HUA.wav,False,interferer,H,28.0
False,vocals-10-SIR,74.00199546485237,8,97,Quality,sounds/vocals-10-SIR/Quality.wav,False,interferer,H,97.0
False,vocals-10-SIR,74.00199546485237,8,60,NUG2,sounds/vocals-10-SIR/NUG2.wav,False,interferer,H,60.0
False,vocals-10-SIR,74.00199546485237,8,9,RAF2,sounds/vocals-10-SIR/RAF2.wav,False,interferer,H,9.0
False,vocals-10-SIR,74.00199546485237,8,86,KAM1,sounds/vocals-10-SIR/KAM1.wav,False,interferer,H,86.0
False,vocals-10-SIR,74.00199546485237,8,0,Interferer,sounds/vocals-10-SIR/Interferer.wav,False,interferer,H,0.0
False,vocals-10-SIR,74.00199546485237,8,100,ref,sounds/vocals-10-SIR/ref.wav,False,interferer,H,100.0
False,vocals-10-SIR,74.00199546485237,8,22,KON,sounds/vocals-10-SIR/KON.wav,False,interferer,H,22.0
True,vocals-11-SAR,64.71401360544178,4,68,HUA,sounds/vocals-11-SAR/HUA.wav,False,interferer,H,68.68686868686869
True,vocals-11-SAR,64.71401360544178,4,86,Quality,sounds/vocals-11-SAR/Quality.wav,False,interferer,H,86.86868686868686
True,vocals-11-SAR,64.71401360544178,4,54,STO1,sounds/vocals-11-SAR/STO1.wav,False,interferer,H,54.54545454545455
True,vocals-11-SAR,64.71401360544178,4,23,RAF2,sounds/vocals-11-SAR/RAF2.wav,False,interferer,H,23.232323232323232
True,vocals-11-SAR,64.71401360544178,4,78,KAM1,sounds/vocals-11-SAR/KAM1.wav,False,interferer,H,78.78787878787878
True,vocals-11-SAR,64.71401360544178,4,0,Interferer,sounds/vocals-11-SAR/Interferer.wav,False,interferer,H,0.0
True,vocals-11-SAR,64.71401360544178,4,99,ref,sounds/vocals-11-SAR/ref.wav,False,interferer,H,100.0
True,vocals-11-SAR,64.71401360544178,4,36,GRA3,sounds/vocals-11-SAR/GRA3.wav,False,interferer,H,36.36363636363637
True,vocals-11-SAR,52.291337868480696,15,14,HUA,sounds/vocals-11-SAR/HUA.wav,False,interferer,H,14.0
True,vocals-11-SAR,52.291337868480696,15,85,Quality,sounds/vocals-11-SAR/Quality.wav,False,interferer,H,85.0
True,vocals-11-SAR,52.291337868480696,15,56,STO1,sounds/vocals-11-SAR/STO1.wav,False,interferer,H,56.0
True,vocals-11-SAR,52.291337868480696,15,38,RAF2,sounds/vocals-11-SAR/RAF2.wav,False,interferer,H,38.0
True,vocals-11-SAR,52.291337868480696,15,85,KAM1,sounds/vocals-11-SAR/KAM1.wav,False,interferer,H,85.0
True,vocals-11-SAR,52.291337868480696,15,0,Interferer,sounds/vocals-11-SAR/Interferer.wav,False,interferer,H,0.0
True,vocals-11-SAR,52.291337868480696,15,100,ref,sounds/vocals-11-SAR/ref.wav,False,interferer,H,100.0
True,vocals-11-SAR,52.291337868480696,15,36,GRA3,sounds/vocals-11-SAR/GRA3.wav,False,interferer,H,36.0
False,vocals-47-SAR,118.0966893424038,13,100,Quality,sounds/vocals-47-SAR/Quality.wav,False,interferer,M,100.0
False,vocals-47-SAR,118.0966893424038,13,67,STO1,sounds/vocals-47-SAR/STO1.wav,False,interferer,M,67.0
False,vocals-47-SAR,118.0966893424038,13,83,KAM1,sounds/vocals-47-SAR/KAM1.wav,False,interferer,M,83.0
False,vocals-47-SAR,118.0966893424038,13,0,Interferer,sounds/vocals-47-SAR/Interferer.wav,False,interferer,M,0.0
False,vocals-47-SAR,118.0966893424038,13,23,OZE,sounds/vocals-47-SAR/OZE.wav,False,interferer,M,23.0
False,vocals-47-SAR,118.0966893424038,13,100,ref,sounds/vocals-47-SAR/ref.wav,False,interferer,M,100.0
False,vocals-47-SAR,118.0966893424038,13,50,RAF1,sounds/vocals-47-SAR/RAF1.wav,False,interferer,M,50.0
False,vocals-47-SAR,118.0966893424038,13,27,GRA3,sounds/vocals-47-SAR/GRA3.wav,False,interferer,M,27.0
False,vocals-18-SIR,108.26303854875277,9,40,HUA,sounds/vocals-18-SIR/HUA.wav,False,interferer,M,40.0
False,vocals-18-SIR,108.26303854875277,9,100,Quality,sounds/vocals-18-SIR/Quality.wav,False,interferer,M,100.0
False,vocals-18-SIR,108.26303854875277,9,0,Interferer,sounds/vocals-18-SIR/Interferer.wav,False,interferer,M,0.0
False,vocals-18-SIR,108.26303854875277,9,80,UHL1,sounds/vocals-18-SIR/UHL1.wav,False,interferer,M,80.0
False,vocals-18-SIR,108.26303854875277,9,37,OZE,sounds/vocals-18-SIR/OZE.wav,False,interferer,M,37.0
False,vocals-18-SIR,108.26303854875277,9,100,ref,sounds/vocals-18-SIR/ref.wav,False,interferer,M,100.0
False,vocals-18-SIR,108.26303854875277,9,100,NUG1,sounds/vocals-18-SIR/NUG1.wav,False,interferer,M,100.0
False,vocals-18-SIR,108.26303854875277,9,65,GRA3,sounds/vocals-18-SIR/GRA3.wav,False,interferer,M,65.0
False,vocals-20-SAR,114.36988662131444,10,37,KAM2,sounds/vocals-20-SAR/KAM2.wav,False,interferer,M,37.0
False,vocals-20-SAR,114.36988662131444,10,12,HUA,sounds/vocals-20-SAR/HUA.wav,False,interferer,M,12.0
False,vocals-20-SAR,114.36988662131444,10,100,Quality,sounds/vocals-20-SAR/Quality.wav,False,interferer,M,100.0
False,vocals-20-SAR,114.36988662131444,10,0,Interferer,sounds/vocals-20-SAR/Interferer.wav,False,interferer,M,0.0
False,vocals-20-SAR,114.36988662131444,10,67,DUR,sounds/vocals-20-SAR/DUR.wav,False,interferer,M,67.0
False,vocals-20-SAR,114.36988662131444,10,100,ref,sounds/vocals-20-SAR/ref.wav,False,interferer,M,100.0
False,vocals-20-SAR,114.36988662131444,10,38,CHA,sounds/vocals-20-SAR/CHA.wav,False,interferer,M,38.0
False,vocals-20-SAR,114.36988662131444,10,38,KON,sounds/vocals-20-SAR/KON.wav,False,interferer,M,38.0
False,vocals-26-SIR,117.19111111111124,0,13,HUA,sounds/vocals-26-SIR/HUA.wav,False,interferer,M,13.0
False,vocals-26-SIR,117.19111111111124,0,100,Quality,sounds/vocals-26-SIR/Quality.wav,False,interferer,M,100.0
False,vocals-26-SIR,117.19111111111124,0,64,KAM1,sounds/vocals-26-SIR/KAM1.wav,False,interferer,M,64.0
False,vocals-26-SIR,117.19111111111124,0,0,Interferer,sounds/vocals-26-SIR/Interferer.wav,False,interferer,M,0.0
False,vocals-26-SIR,117.19111111111124,0,100,ref,sounds/vocals-26-SIR/ref.wav,False,interferer,M,100.0
False,vocals-26-SIR,117.19111111111124,0,22,RAF1,sounds/vocals-26-SIR/RAF1.wav,False,interferer,M,22.0
False,vocals-26-SIR,117.19111111111124,0,64,JEO1,sounds/vocals-26-SIR/JEO1.wav,False,interferer,M,64.0
False,vocals-26-SIR,117.19111111111124,0,34,KON,sounds/vocals-26-SIR/KON.wav,False,interferer,M,34.0
False,vocals-49-SIR,124.74920634920636,11,23,HUA,sounds/vocals-49-SIR/HUA.wav,False,interferer,M,22.22222222222222
False,vocals-49-SIR,124.74920634920636,11,96,Quality,sounds/vocals-49-SIR/Quality.wav,False,interferer,M,95.95959595959596
False,vocals-49-SIR,124.74920634920636,11,100,NUG2,sounds/vocals-49-SIR/NUG2.wav,False,interferer,M,100.0
False,vocals-49-SIR,124.74920634920636,11,45,JEO2,sounds/vocals-49-SIR/JEO2.wav,False,interferer,M,44.44444444444444
False,vocals-49-SIR,124.74920634920636,11,78,KAM1,sounds/vocals-49-SIR/KAM1.wav,False,interferer,M,77.77777777777777
False,vocals-49-SIR,124.74920634920636,11,1,Interferer,sounds/vocals-49-SIR/Interferer.wav,False,interferer,M,0.0
False,vocals-49-SIR,124.74920634920636,11,100,ref,sounds/vocals-49-SIR/ref.wav,False,interferer,M,100.0
False,vocals-49-SIR,124.74920634920636,11,63,STO2,sounds/vocals-49-SIR/STO2.wav,False,interferer,M,62.62626262626262
False,vocals-41-SIR,117.58585034013595,5,26,HUA,sounds/vocals-41-SIR/HUA.wav,False,interferer,M,26.0
False,vocals-41-SIR,117.58585034013595,5,100,Quality,sounds/vocals-41-SIR/Quality.wav,False,interferer,M,100.0
False,vocals-41-SIR,117.58585034013595,5,48,RAF3,sounds/vocals-41-SIR/RAF3.wav,False,interferer,M,48.0
False,vocals-41-SIR,117.58585034013595,5,0,Interferer,sounds/vocals-41-SIR/Interferer.wav,False,interferer,M,0.0
False,vocals-41-SIR,117.58585034013595,5,58,DUR,sounds/vocals-41-SIR/DUR.wav,False,interferer,M,58.0
False,vocals-41-SIR,117.58585034013595,5,71,UHL1,sounds/vocals-41-SIR/UHL1.wav,False,interferer,M,71.0
False,vocals-41-SIR,117.58585034013595,5,100,ref,sounds/vocals-41-SIR/ref.wav,False,interferer,M,100.0
False,vocals-41-SIR,117.58585034013595,5,71,NUG1,sounds/vocals-41-SIR/NUG1.wav,False,interferer,M,71.0
False,vocals-25-SAR,127.82585034013573,16,15,HUA,sounds/vocals-25-SAR/HUA.wav,False,interferer,M,15.0
False,vocals-25-SAR,127.82585034013573,16,100,Quality,sounds/vocals-25-SAR/Quality.wav,False,interferer,M,100.0
False,vocals-25-SAR,127.82585034013573,16,39,RAF3,sounds/vocals-25-SAR/RAF3.wav,False,interferer,M,39.0
False,vocals-25-SAR,127.82585034013573,16,0,Interferer,sounds/vocals-25-SAR/Interferer.wav,False,interferer,M,0.0
False,vocals-25-SAR,127.82585034013573,16,100,ref,sounds/vocals-25-SAR/ref.wav,False,interferer,M,100.0
False,vocals-25-SAR,127.82585034013573,16,100,GRA2,sounds/vocals-25-SAR/GRA2.wav,False,interferer,M,100.0
False,vocals-25-SAR,127.82585034013573,16,36,RAF1,sounds/vocals-25-SAR/RAF1.wav,False,interferer,M,36.0
False,vocals-25-SAR,127.82585034013573,16,63,KON,sounds/vocals-25-SAR/KON.wav,False,interferer,M,63.0
False,vocals-12-SAR,111.53705215419495,4,84,KAM2,sounds/vocals-12-SAR/KAM2.wav,False,interferer,M,84.0
False,vocals-12-SAR,111.53705215419495,4,100,Quality,sounds/vocals-12-SAR/Quality.wav,False,interferer,M,100.0
False,vocals-12-SAR,111.53705215419495,4,0,Interferer,sounds/vocals-12-SAR/Interferer.wav,False,interferer,M,0.0
False,vocals-12-SAR,111.53705215419495,4,53,DUR,sounds/vocals-12-SAR/DUR.wav,False,interferer,M,53.0
False,vocals-12-SAR,111.53705215419495,4,100,ref,sounds/vocals-12-SAR/ref.wav,False,interferer,M,100.0
False,vocals-12-SAR,111.53705215419495,4,92,GRA2,sounds/vocals-12-SAR/GRA2.wav,False,interferer,M,92.0
False,vocals-12-SAR,111.53705215419495,4,58,KON,sounds/vocals-12-SAR/KON.wav,False,interferer,M,58.0
False,vocals-12-SAR,111.53705215419495,4,26,GRA3,sounds/vocals-12-SAR/GRA3.wav,False,interferer,M,26.0
False,vocals-19-SIR,143.7315192743763,12,62,KAM2,sounds/vocals-19-SIR/KAM2.wav,False,interferer,M,62.0
False,vocals-19-SIR,143.7315192743763,12,25,HUA,sounds/vocals-19-SIR/HUA.wav,False,interferer,M,25.0
False,vocals-19-SIR,143.7315192743763,12,100,Quality,sounds/vocals-19-SIR/Quality.wav,False,interferer,M,100.0
False,vocals-19-SIR,143.7315192743763,12,79,KAM1,sounds/vocals-19-SIR/KAM1.wav,False,interferer,M,79.0
False,vocals-19-SIR,143.7315192743763,12,0,Interferer,sounds/vocals-19-SIR/Interferer.wav,False,interferer,M,0.0
False,vocals-19-SIR,143.7315192743763,12,100,ref,sounds/vocals-19-SIR/ref.wav,False,interferer,M,100.0
False,vocals-19-SIR,143.7315192743763,12,74,KON,sounds/vocals-19-SIR/KON.wav,False,interferer,M,74.0
False,vocals-19-SIR,143.7315192743763,12,45,GRA3,sounds/vocals-19-SIR/GRA3.wav,False,interferer,M,45.0
False,vocals-42-SAR,135.7322448979594,6,78,KAM2,sounds/vocals-42-SAR/KAM2.wav,False,interferer,M,77.77777777777777
False,vocals-42-SAR,135.7322448979594,6,92,Quality,sounds/vocals-42-SAR/Quality.wav,False,interferer,M,91.91919191919192
False,vocals-42-SAR,135.7322448979594,6,68,UHL3,sounds/vocals-42-SAR/UHL3.wav,False,interferer,M,67.67676767676768
False,vocals-42-SAR,135.7322448979594,6,1,Interferer,sounds/vocals-42-SAR/Interferer.wav,False,interferer,M,0.0
False,vocals-42-SAR,135.7322448979594,6,100,ref,sounds/vocals-42-SAR/ref.wav,False,interferer,M,100.0
False,vocals-42-SAR,135.7322448979594,6,52,CHA,sounds/vocals-42-SAR/CHA.wav,False,interferer,M,51.515151515151516
False,vocals-42-SAR,135.7322448979594,6,92,NUG3,sounds/vocals-42-SAR/NUG3.wav,False,interferer,M,91.91919191919192
False,vocals-42-SAR,135.7322448979594,6,52,KON,sounds/vocals-42-SAR/KON.wav,False,interferer,M,51.515151515151516
False,vocals-24-SAR,167.28816326530614,8,23,HUA,sounds/vocals-24-SAR/HUA.wav,False,interferer,M,22.22222222222222
False,vocals-24-SAR,167.28816326530614,8,96,Quality,sounds/vocals-24-SAR/Quality.wav,False,interferer,M,95.95959595959596
False,vocals-24-SAR,167.28816326530614,8,37,RAF2,sounds/vocals-24-SAR/RAF2.wav,False,interferer,M,36.36363636363637
False,vocals-24-SAR,167.28816326530614,8,73,KAM1,sounds/vocals-24-SAR/KAM1.wav,False,interferer,M,72.72727272727273
False,vocals-24-SAR,167.28816326530614,8,1,Interferer,sounds/vocals-24-SAR/Interferer.wav,False,interferer,M,0.0
False,vocals-24-SAR,167.28816326530614,8,100,ref,sounds/vocals-24-SAR/ref.wav,False,interferer,M,100.0
