experiment,page,sound,metric,score,subjective_median,fitted_score
quality,vocals-20-SAR,KON,TPS,-0.5116410329023395,-29.213483146067418,-0.03241921444580559
quality,vocals-24-SAR,GRA3,TPS,-7.270393524848345,3.3707865168539257,-6.676523355957722
quality,vocals-24-SAR,HUA,TPS,20.389116803931522,27.848101265822777,20.51380020547298
quality,vocals-24-SAR,KAM1,TPS,-8.340412133771704,-19.4,-7.728391297491941
quality,vocals-24-SAR,RAF2,TPS,13.221037194935455,21.866666666666667,13.46731234050526
quality,vocals-24-SAR,STO2,TPS,-17.99934834024694,-27.6,-17.223483495129738
quality,vocals-25-SAR,GRA2,TPS,-54.05879845970069,-46.900000000000006,-52.67125912603222
quality,vocals-25-SAR,HUA,TPS,13.12260245255326,23.690934277358778,13.37054734129726
quality,vocals-25-SAR,KON,TPS,-0.3605355661887444,-28.650000000000002,0.11612305846524529
quality,vocals-25-SAR,RAF1,TPS,19.467217557827787,32.741573033707866,19.607539086073572
quality,vocals-25-SAR,RAF3,TPS,21.8295140155084,20.5,21.929764037595007
quality,vocals-26-SIR,HUA,TPS,12.493975993320106,31.590909090909093,12.752584238456606
quality,vocals-26-SIR,JEO1,TPS,-6.3409399595739515,-7.799999999999997,-5.762836060892332
quality,vocals-26-SIR,KAM1,TPS,-4.665738163795844,-18.0,-4.116050621943247
quality,vocals-26-SIR,KON,TPS,-20.739728283695417,-33.93939393939394,-19.91737852284067
quality,vocals-26-SIR,RAF1,TPS,19.25243041374509,26.666666666666664,19.396395364618474
quality,vocals-30-SIR,CHA,TPS,-0.23194355328428173,3.6000000000000014,0.24253377205802817
quality,vocals-30-SIR,HUA,TPS,1.2683542000388144,14.399999999999999,1.717382056298859
quality,vocals-30-SIR,JEO2,TPS,-4.39511840871166,-28.700000000000003,-3.8500213750263983
quality,vocals-30-SIR,NUG3,TPS,3.4167353376959397,-4.399999999999999,3.829320321720375
quality,vocals-30-SIR,RAF1,TPS,-0.05802757573886197,18.299999999999997,0.41349962234794113
quality,vocals-41-SIR,DUR,TPS,2.5624904362112275,-18.90817901234568,2.9895659299767217
quality,vocals-41-SIR,HUA,TPS,15.552449978816533,29.045454545454547,15.759177496303872
quality,vocals-41-SIR,NUG1,TPS,-27.563164189632452,-25.555555555555554,-26.625068857114794
quality,vocals-41-SIR,RAF3,TPS,18.52131864194636,17.900000000000002,18.677685401987866
quality,vocals-41-SIR,UHL1,TPS,-9.07309486734168,-2.604938271604933,-8.448645573754828
quality,vocals-42-SAR,CHA,TPS,10.252296146585344,7.6305609284332725,10.548929884878419
quality,vocals-42-SAR,KAM2,TPS,-13.586016007893374,-19.2,-12.885014278776454
quality,vocals-42-SAR,KON,TPS,-24.01873034834145,-17.0,-23.140759054041055
quality,vocals-42-SAR,NUG3,TPS,2.671176603868382,1.0597701149425323,3.0964084600910393
quality,vocals-42-SAR,UHL3,TPS,24.68127360578108,29.3,24.733149385246882
quality,vocals-45-SIR,HUA,TPS,14.180462634721799,25.4,14.410463098807545
quality,vocals-45-SIR,KAM2,TPS,-15.186082857257862,-22.53595505617978,-14.457939281316028
quality,vocals-45-SIR,RAF2,TPS,14.680135087785374,25.475159760874046,14.901659635262343
quality,vocals-45-SIR,STO1,TPS,-22.184011722215683,-16.7032967032967,-21.33716266005009
quality,vocals-45-SIR,UHL1,TPS,8.509496856966337,-9.30612244897959,8.835693604695047
quality,vocals-47-SAR,GRA3,TPS,-8.60711684364923,14.807692307692303,-7.990571909900755
quality,vocals-47-SAR,KAM1,TPS,-12.140259069055915,-21.44146341463415,-11.463781636155474
quality,vocals-47-SAR,OZE,TPS,-6.921637820483728,-4.449999999999999,-6.333683575612742
quality,vocals-47-SAR,RAF1,TPS,34.10033093775233,23.6,33.99243176066492
quality,vocals-47-SAR,STO1,TPS,-6.43131720456347,-12.253846153846156,-5.851680241597107
quality,vocals-48-SAR,HUA,TPS,12.382148204429107,29.799999999999997,12.64265337825834
quality,vocals-48-SAR,JEO1,TPS,3.6989887976961384,-2.3999999999999986,4.106785931650328
quality,vocals-48-SAR,KAM2,TPS,-2.94589345137587,-15.399999999999999,-2.425379541716004
quality,vocals-48-SAR,NUG3,TPS,-32.453404946102,-32.2,-31.43235672595857
quality,vocals-48-SAR,RAF3,TPS,19.318161395352618,30.34090909090909,19.461011355164757
quality,vocals-49-SIR,HUA,TPS,26.943006920668452,23.212121212121215,26.956517041089533
quality,vocals-49-SIR,JEO2,TPS,30.60230851922877,21.9,30.553746105921817
quality,vocals-49-SIR,KAM1,TPS,-16.099367314850287,-15.628964059196612,-15.355731744392477
quality,vocals-49-SIR,NUG2,TPS,-20.18603129695088,-7.600000000000001,-19.373073867927523
quality,vocals-49-SIR,STO2,TPS,-21.259916828096046,-13.974747474747474,-20.428743137292493
