experiment,page,sound,metric,score,subjective_median,ci95_lo,ci95_hi,fitted_score
interferer,vocals-11-SAR,HUA,IPS,40.301321901750285,15.306122448979592,9.0,17.0,31.157632672180497
interferer,vocals-11-SAR,KAM1,IPS,78.2470617448772,93.0,82.75862068965517,96.51162790697674,77.25990397285389
interferer,vocals-11-SAR,RAF2,IPS,36.000619269057815,26.66666666666667,23.0,31.0,25.932483277924547
interferer,vocals-11-SAR,STO1,IPS,64.81156060591171,63.63636363636363,51.0,70.0,60.936408341201684
interferer,vocals-12-SAR,DUR,IPS,68.78998636577036,50.0,43.0,63.414634146341456,65.77000664469642
interferer,vocals-12-SAR,GRA2,IPS,80.80928151063551,86.66666666666669,75.55555555555556,92.0,80.37287927024643
interferer,vocals-12-SAR,GRA3,IPS,41.63417860049811,24.0,14.606741573033707,26.024999999999977,32.77699024392968
interferer,vocals-12-SAR,KAM2,IPS,77.57851550440479,77.0,62.53560606060606,90.0,76.44765204990485
interferer,vocals-12-SAR,KON,IPS,50.866609123547114,30.0,27.58620689655172,37.373737373737384,43.99395474370918
interferer,vocals-18-SIR,GRA3,IPS,50.41237697237359,39.02073104200764,36.18686868686869,46.0,43.442084258288055
interferer,vocals-18-SIR,HUA,IPS,38.38531295993554,12.0,11.0,16.075757575757578,28.829772827696296
interferer,vocals-18-SIR,NUG1,IPS,66.19646257162562,93.0,89.74358974358972,97.5,62.61899843990925
interferer,vocals-18-SIR,OZE,IPS,51.962909943991136,24.0,19.01624945103206,28.141414141414142,45.325908160883515
interferer,vocals-18-SIR,UHL1,IPS,55.14378279649607,69.3974358974359,60.0,76.81159420289855,49.19051756961774
interferer,vocals-19-SIR,GRA3,IPS,30.287731770083603,23.111111111111107,18.0,33.333333333333336,18.991596356842685
interferer,vocals-19-SIR,HUA,IPS,18.35082957933972,9.55050505050505,6.868686868686869,13.0,4.488827256480661
interferer,vocals-19-SIR,KAM1,IPS,71.1806478690834,87.9761904761905,77.5979381443299,95.95959595959594,68.67454680307672
interferer,vocals-19-SIR,KAM2,IPS,61.7419948248997,60.51989801574104,53.0,75.55555555555556,57.20703173669962
interferer,vocals-19-SIR,KON,IPS,34.80197589073924,50.252525252525245,31.146160130718958,64.64646464646465,24.476188514706017
interferer,vocals-20-SAR,CHA,IPS,33.49499812162098,23.202127659574465,13.265306122448981,31.425531914893618,22.888272613080687
interferer,vocals-20-SAR,DUR,IPS,46.811206711299455,59.25531914893617,48.5,67.0,39.066833464330266
interferer,vocals-20-SAR,HUA,IPS,32.374027430845054,9.0,5.0,12.351063829787233,21.526346475392913
interferer,vocals-20-SAR,KAM2,IPS,56.78605394029562,30.651515151515152,21.0,39.75903614457832,51.18579899340128
interferer,vocals-20-SAR,KON,IPS,46.09540791834482,35.0,28.99485294117647,51.586956521739125,38.197171934843276
interferer,vocals-24-SAR,GRA3,IPS,40.99365476984129,26.660724896019016,18.833333333333336,36.0,31.99878421770469
interferer,vocals-24-SAR,HUA,IPS,43.320932256342466,10.391304347826086,5.0,16.817460317460323,34.8263158067102
interferer,vocals-24-SAR,KAM1,IPS,70.0169410930815,73.95652173913044,67.0,80.03324468085106,67.26069835201301
interferer,vocals-24-SAR,RAF2,IPS,27.10880416658875,17.0,10.0,20.0,15.12935033324684
interferer,vocals-24-SAR,STO2,IPS,62.511387990867384,55.15010351966874,47.45652173913044,69.6969696969697,58.141807883401924
interferer,vocals-25-SAR,GRA2,IPS,79.44003213158352,92.5,85.47727272727272,97.67848837209301,78.70930632075846
interferer,vocals-25-SAR,HUA,IPS,36.1906467529929,7.409090909090908,5.5,13.953488372093025,26.163357643668306
interferer,vocals-25-SAR,KON,IPS,49.4152702634799,37.875,25.83783783783784,45.72727272727273,42.23064697444063
interferer,vocals-25-SAR,RAF1,IPS,17.957854176024636,12.25,7.975000000000001,19.0,4.011380809711614
interferer,vocals-25-SAR,RAF3,IPS,15.999001709962835,14.0,7.0,22.09302325581395,1.631468118544742
interferer,vocals-26-SIR,HUA,IPS,38.62253699020144,8.0,7.0,12.5,29.117988755164596
interferer,vocals-26-SIR,JEO1,IPS,63.53511878814418,58.95977011494253,49.46366279069767,63.5,59.38559216986006
interferer,vocals-26-SIR,KAM1,IPS,71.12681415511912,50.5,45.0,66.0,68.60914139797553
interferer,vocals-26-SIR,KON,IPS,66.68881623136431,45.37234042553192,36.0,50.01249999999999,63.21718474727845
interferer,vocals-26-SIR,RAF1,IPS,43.17846482649243,19.0,14.0,24.524999999999977,34.653224647343976
interferer,vocals-30-SIR,CHA,IPS,64.04871495928091,34.5,25.030012004801925,47.0,60.00958711945442
interferer,vocals-30-SIR,HUA,IPS,67.15813297232121,14.0,7.0,21.0,63.78738229269439
interferer,vocals-30-SIR,JEO2,IPS,69.37259965469238,68.30232558139535,52.5,80.19047619047619,66.47785411374836
interferer,vocals-30-SIR,NUG3,IPS,67.91912969117296,76.70224719101125,71.5,83.0,64.71195715502324
interferer,vocals-30-SIR,RAF1,IPS,61.53363734541645,16.163265306122447,14.0,22.0,56.953887297129526
interferer,vocals-41-SIR,DUR,IPS,49.38728840411329,37.0,32.0,47.72727272727273,42.19665034458574
interferer,vocals-41-SIR,HUA,IPS,28.90986949062797,10.227272727272727,4.040404040404041,12.280701754385964,17.3175591425193
interferer,vocals-41-SIR,NUG1,IPS,61.45619265689705,61.0,50.0,72.09302325581395,56.85979567958094
interferer,vocals-41-SIR,RAF3,IPS,15.41808708510077,16.0,11.363636363636365,23.255813953488367,0.9256844456307789
interferer,vocals-41-SIR,UHL1,IPS,56.80798918888289,57.0,49.0,67.36842105263158,51.21244927840293
interferer,vocals-42-SAR,CHA,IPS,44.46443234067587,25.58139534883721,22.0,35.164835164835175,36.21561408731363
interferer,vocals-42-SAR,KAM2,IPS,62.35541282274357,65.33333333333333,58.0,77.0,57.95230546371687
interferer,vocals-42-SAR,KON,IPS,42.48816184244824,37.0,25.77319587628866,48.48484848484848,33.81453931450722
interferer,vocals-42-SAR,NUG3,IPS,70.72941432870363,85.07462686567165,81.0,89.39381443298961,68.12631948732128
interferer,vocals-42-SAR,UHL3,IPS,54.99219698469454,68.75,59.0,77.0,49.0063480093483
interferer,vocals-45-SIR,HUA,IPS,35.16252991147961,17.0,11.594202898550725,21.12676056338028,24.914244521821445
interferer,vocals-45-SIR,KAM2,IPS,66.78329699376593,79.0,62.31884057971015,82.0,63.331974385296874
interferer,vocals-45-SIR,RAF2,IPS,28.171601715176568,24.0,16.0,28.98550724637681,16.420598866685594
interferer,vocals-45-SIR,STO1,IPS,62.55212734422272,54.0,40.57971014492754,66.66666666666667,58.19130426240959
interferer,vocals-45-SIR,UHL1,IPS,56.554530187796495,56.0,47.0,67.0,50.90450863262846
interferer,vocals-47-SAR,GRA3,IPS,27.72586237224377,28.351940457203618,23.0,40.21739130434783,15.879046739826912
interferer,vocals-47-SAR,KAM1,IPS,51.63157695754956,67.1086956521739,48.72727272727273,74.0,44.92335432229869
interferer,vocals-47-SAR,OZE,IPS,25.7571948852883,11.75,4.717391304347826,15.5,13.487209264535853
interferer,vocals-47-SAR,RAF1,IPS,31.674893317758464,24.0,20.01262626262626,32.0,20.67693174029158
interferer,vocals-47-SAR,STO1,IPS,55.94761272623799,43.027777777777786,38.5,51.16279069767442,50.167132748390586
interferer,vocals-48-SAR,HUA,IPS,25.40579821471354,13.321839080459771,9.5,20.416666666666664,13.060279002852596
interferer,vocals-48-SAR,JEO1,IPS,50.618394098984034,43.611111111111114,36.0,57.382352941176464,43.69238528029593
interferer,vocals-48-SAR,KAM2,IPS,54.97202793391141,37.0,34.44444444444444,52.52525252525253,48.981843570775624
interferer,vocals-48-SAR,NUG3,IPS,64.902488475902,64.5,48.921875000000014,77.0,61.04688138372016
interferer,vocals-48-SAR,RAF3,IPS,26.58543072815607,22.0,14.981770833333334,31.0,14.49347646835605
interferer,vocals-49-SIR,HUA,IPS,35.07196970217928,20.0,11.904761904761903,22.222222222222218,24.80421816957559
interferer,vocals-49-SIR,JEO2,IPS,40.66006787310464,35.0,29.0,44.0,31.593491985183135
interferer,vocals-49-SIR,KAM1,IPS,70.31879453034,83.0,80.0,87.0,67.62743593876355
interferer,vocals-49-SIR,NUG2,IPS,69.67035515378771,75.86206896551724,72.34042553191489,87.0,66.83961290030281
interferer,vocals-49-SIR,STO2,IPS,59.47525127935626,49.0,40.4040404040404,57.4712643678161,54.453046010298706
quality,vocals-10-SIR,HUA,SAR,8.444994471886138,67.04545454545455,49.0,74.15730337078651,47.7814901744523
quality,vocals-10-SIR,KAM1,SAR,0.8279962818334695,0.0,0.0,8.0,10.326838361194714
quality,vocals-10-SIR,KON,SAR,7.808930587472358,26.0,17.894736842105264,37.0,44.65380775582992
quality,vocals-10-SIR,NUG2,SAR,8.796480620770105,39.0,30.337078651685392,45.45454545454545,49.50983393864331
quality,vocals-10-SIR,RAF2,SAR,7.475476319254148,63.04347826086956,50.0,76.0,43.01413117981758
quality,vocals-11-SAR,GRA3,SAR,5.731828097182909,49.0,43.33333333333334,55.0,34.440184408007696
quality,vocals-11-SAR,HUA,SAR,8.063012296658561,49.0,36.0,59.0,45.903189954990026
quality,vocals-11-SAR,KAM1,SAR,-1.473131490153834,0.0,0.0,1.0,-0.9883723461096148
quality,vocals-11-SAR,RAF2,SAR,2.7867355094966846,61.0,47.77777777777778,71.0,19.958440461468747
quality,vocals-11-SAR,STO1,SAR,2.168957008848794,17.171717171717173,7.0,20.0,16.920671768061318
quality,vocals-12-SAR,DUR,SAR,5.3096698203103365,18.0,11.996052631578948,28.748155714447847,32.36432842434785
quality,vocals-12-SAR,GRA2,SAR,3.25321302251073,1.5,0.0,4.7857142857142865,22.252225019731142
quality,vocals-12-SAR,GRA3,SAR,7.150309965779983,51.844086021505376,47.16645569620253,56.5,41.41520831717774
quality,vocals-12-SAR,KAM2,SAR,3.2463080909482214,8.5,2.9875000000000007,14.0,22.218271774500508
quality,vocals-12-SAR,KON,SAR,0.5721778377602866,14.368421052631579,7.0,18.0,9.068916209830238
quality,vocals-18-SIR,GRA3,SAR,6.971333092133659,27.125,16.0,39.77272727272727,40.535135049758196
quality,vocals-18-SIR,HUA,SAR,7.923574082441157,48.36363636363636,29.5,63.39735894357743,45.21753799175394
quality,vocals-18-SIR,NUG1,SAR,6.630794525485352,24.621212121212118,10.040404040404042,40.0,38.86062323755178
quality,vocals-18-SIR,OZE,SAR,4.990801314562162,19.981060606060606,10.5,28.40909090909091,30.79637362653675
quality,vocals-18-SIR,UHL1,SAR,6.257935429121555,25.625,18.0,48.5,37.02718343866227
quality,vocals-19-SIR,GRA3,SAR,7.784532695111586,36.95652173913044,18.0,41.0,44.53383732383698
quality,vocals-19-SIR,HUA,SAR,8.625968566738061,59.78260869565217,52.17391304347826,64.04999999999995,48.67138426931375
quality,vocals-19-SIR,KAM1,SAR,3.7221289288440977,3.0,0.0,11.0,24.557999757127128
quality,vocals-19-SIR,KAM2,SAR,4.970691463343226,10.227272727272727,5.0,20.0,30.6974885465317
quality,vocals-19-SIR,KON,SAR,-5.037464859963663,0.0,0.0,9.677419354838712,-18.515075383396162
quality,vocals-20-SAR,CHA,SAR,8.455892742140755,66.66666666666667,62.0,78.82352941176471,47.835079647308746
quality,vocals-20-SAR,DUR,SAR,9.119160415189157,47.95918367346939,36.900000000000006,59.0,51.09652977939099
quality,vocals-20-SAR,HUA,SAR,10.112796747171107,74.0,67.05882352941177,81.04999999999995,55.982483788411045
quality,vocals-20-SAR,KAM2,SAR,5.8252580891980985,35.0,29.925000000000004,51.0,34.89960263714872
quality,vocals-20-SAR,KON,SAR,3.226399020277444,15.730337078651687,8.0,25.0,22.12037398178824
quality,vocals-24-SAR,GRA3,SAR,8.227645415621971,43.0,27.272727272727273,55.0,46.71273145596582
quality,vocals-24-SAR,HUA,SAR,9.463579304683151,73.5632183908046,55.555555555555564,83.0,52.790122092535185
quality,vocals-24-SAR,KAM1,SAR,4.429421912510229,17.708333333333332,10.991666666666667,31.03448275862069,28.035933159785827
quality,vocals-24-SAR,RAF2,SAR,6.249700529114637,65.0,52.0,77.22358563678635,36.98669041177946
quality,vocals-24-SAR,STO2,SAR,5.964460880453184,11.0,4.0,15.0,35.58409696782897
quality,vocals-25-SAR,GRA2,SAR,5.6024542407823645,3.0,0.0,8.98876404494382,33.804021365255636
quality,vocals-25-SAR,HUA,SAR,7.629674653322544,73.94733855408012,70.29383561643836,88.0,43.77236227934162
quality,vocals-25-SAR,KON,SAR,5.389304206055472,23.0,13.311688311688311,34.831460674157306,32.75591026748678
quality,vocals-25-SAR,RAF1,SAR,5.8760735938606174,85.0,81.96929012345679,92.20779220779221,35.14947496038691
quality,vocals-25-SAR,RAF3,SAR,7.713068520473215,70.5,59.0,86.01249999999999,44.182430416362905
quality,vocals-26-SIR,HUA,SAR,8.909947073639765,76.13636363636364,68.0,85.0,50.06777636933322
quality,vocals-26-SIR,JEO1,SAR,7.355380264807294,29.0,21.0,35.0,42.423589369091246
quality,vocals-26-SIR,KAM1,SAR,6.088128770835422,22.0,14.0,33.0,36.19220237355111
