experiment,page,sound,metric,score,subjective_median,ci95_lo,ci95_hi,fitted_score
quality,vocals-45-SIR,RAF2,ISR,9.246916335219646,61.3080808080808,55.0,74.48979591836735,37.69234902467541
quality,vocals-45-SIR,STO1,ISR,9.559849995757032,14.642857142857142,11.0,25.77319587628866,38.03316640074436
quality,vocals-45-SIR,UHL1,ISR,8.618523463556812,22.235955056179776,15.512866980790143,33.66607512570245,37.00796368468743
quality,vocals-47-SAR,GRA3,ISR,-4.8291426407807485,50.24226804123711,39.0,54.277777777777786,22.362053532161095
quality,vocals-47-SAR,KAM1,ISR,5.871617260841703,7.5,4.561855670103093,12.11111111111111,34.01629649647503
quality,vocals-47-SAR,OZE,ISR,4.290683248163512,27.0,16.27835051546392,36.0,32.294494562436135
quality,vocals-47-SAR,RAF1,ISR,9.028520781536145,60.28713968957871,51.247474747474755,62.5,37.45449350148332
quality,vocals-47-SAR,STO1,ISR,6.69610401107507,19.369565217391305,11.5,27.146464646464644,34.91424851076332
quality,vocals-48-SAR,HUA,ISR,7.300760744593397,70.0592885375494,54.73684210526316,75.75757575757575,35.572782722091866
quality,vocals-48-SAR,JEO1,ISR,8.854132833105805,31.61111111111111,20.0,35.0,37.264566847699854
quality,vocals-48-SAR,KAM2,ISR,7.58463344803457,16.922829340987352,10.0,20.689655172413797,35.88194968661169
quality,vocals-48-SAR,NUG3,ISR,4.014921657701864,0.0,0.0,0.0,31.994161445441478
quality,vocals-48-SAR,RAF3,ISR,9.760366837122213,64.72222222222223,46.73913043478261,77.0,38.251550142571176
quality,vocals-49-SIR,HUA,ISR,14.349405079658085,52.5,47.0,66.0,43.24949114327828
quality,vocals-49-SIR,JEO2,ISR,15.58394750669957,56.651162790697676,44.409922256270576,66.0,44.594036533210236
quality,vocals-49-SIR,KAM1,ISR,10.988014310402667,16.354166666666664,10.0,24.872093023255815,39.58858620913756
quality,vocals-49-SIR,NUG2,ISR,14.479096075314764,20.826086956521742,14.0,32.0,43.390738156346714
quality,vocals-49-SIR,STO2,ISR,13.049591538856573,13.021739130434781,9.375,17.058139534883722,41.8338587066969
quality,vocals-10-SIR,HUA,SAR,8.444994471886138,67.02272727272728,50.0,74.15730337078651,47.624911770307335
quality,vocals-10-SIR,KAM1,SAR,0.8279962818334695,0.5,0.0,8.0,10.496990550878396
quality,vocals-10-SIR,KON,SAR,7.808930587472358,27.5,17.894736842105264,37.0,44.52451326661864
quality,vocals-10-SIR,NUG2,SAR,8.796480620770105,38.4873417721519,30.337078651685392,45.45454545454545,49.338178561223316
quality,vocals-10-SIR,RAF2,SAR,7.475476319254148,63.02173913043478,50.0,76.0,42.89914018764691
quality,vocals-11-SAR,GRA3,SAR,5.731828097182909,49.752525252525245,43.33333333333334,55.0,34.399987081899525
quality,vocals-11-SAR,HUA,SAR,8.063012296658561,49.75252525252525,36.0,60.0,45.76299664899397
quality,vocals-11-SAR,KAM1,SAR,-1.473131490153834,0.0,0.0,1.0,-0.7195134448503842
